customer_id,first_name,last_name,email,city,signup_date,age,full_name
C10760,Nare,Hovhannisyan,customer760@example.com,Artashat,2025-02-08,54.0,Nare Hovhannisyan
C10761,Arman,Avetisyan,customer761@example.com,Yerevan,2023-08-29,39.0,Arman Avetisyan
C10762,Gor,Ghazaryan,,Yerevan,2024-11-19,30.0,Gor Ghazaryan
C10763,Anna,Mkrtchyan,customer763@example.com,Abovyan,2023-11-14,34.0,Anna Mkrtchyan
C10764,David,Harutyunyan,customer764@example.com,Yerevan,2023-08-19,26.0,David Harutyunyan
C10765,Tatev,Ghazaryan,customer765@example.com,Yerevan,2025-04-05,41.0,Tatev Ghazaryan
C10766,Karen,Mkrtchyan,customer766@example.com,Vanadzor,2023-07-23,61.0,Karen Mkrtchyan
C10767,Eva,Karapetyan,customer767@example.com,Yerevan,2023-05-31,31.0,Eva Karapetyan
C10768,Arman,Karapetyan,customer768@example.com,Hrazdan,2023-01-26,63.0,Arman Karapetyan
C10769,Eva,Petrosyan,customer769@example.com,Gyumri,2023-02-17,25.0,Eva Petrosyan
C10770,Mariam,Stepanyan,customer770@example.com,Vanadzor,2023-09-08,,Mariam Stepanyan
C10771,Eva,Mkrtchyan,customer771@example.com,Vanadzor,2024-05-01,36.0,Eva Mkrtchyan
C10772,Sona,Harutyunyan,customer772@example.com,Gyumri,2024-09-17,45.0,Sona Harutyunyan
C10773,Sona,Mkrtchyan,customer773@example.com,Vanadzor,2025-05-20,63.0,Sona Mkrtchyan
C10774,Lusine,Grigoryan,customer774@example.com,Abovyan,2025-02-25,58.0,Lusine Grigoryan
C10775,Suren,Ghazaryan,customer775@example.com,Hrazdan,2023-03-16,47.0,Suren Ghazaryan
C10776,Saro,Grigoryan,customer776@example.com,Hrazdan,2024-04-11,24.0,Saro Grigoryan
C10777,Gor,Harutyunyan,customer777@example.com,Kapan,2024-02-29,43.0,Gor Harutyunyan
C10778,David,Mkrtchyan,customer778@example.com,Yerevan,2025-06-26,57.0,David Mkrtchyan
C10779,Narek,Martirosyan,customer779@example.com,Yerevan,2024-10-06,63.0,Narek Martirosyan
C10780,Hayk,Vardanyan,customer780@example.com,Artashat,2024-08-12,63.0,Hayk Vardanyan
C10781,Nare,Stepanyan,customer781@example.com,Yerevan,2023-07-19,28.0,Nare Stepanyan
C10782,Mariam,Grigoryan,customer782@example.com,Yerevan,2025-01-05,31.0,Mariam Grigoryan
C10783,Tatev,Grigoryan,customer783@example.com,Gyumri,2024-12-14,,Tatev Grigoryan
C10784,Hayk,Hakobyan,customer784@example.com,Yerevan,2024-01-29,25.0,Hayk Hakobyan
C10785,Narek,Mkrtchyan,customer785@example.com,Yerevan,2024-05-21,20.0,Narek Mkrtchyan
C10786,Ani,Stepanyan,customer786@example.com,Dilijan,2024-02-14,45.0,Ani Stepanyan
C10787,Hayk,Grigoryan,customer787@example.com,Gyumri,2023-09-07,46.0,Hayk Grigoryan
C10788,Hayk,Hovhannisyan,customer788@example.com,Yerevan,2023-06-01,40.0,Hayk Hovhannisyan
C10789,Mikael,Manukyan,customer789@example.com,Dilijan,2024-11-02,35.0,Mikael Manukyan
C10790,Arman,Vardanyan,customer790@example.com,Dilijan,2024-12-05,52.0,Arman Vardanyan
C10791,Mane,Vardanyan,customer791@example.com,Yerevan,2023-01-06,30.0,Mane Vardanyan
C10792,David,Mkrtchyan,customer792@example.com,Yerevan,2025-07-03,29.0,David Mkrtchyan
C10793,Anna,Karapetyan,customer793@example.com,Kapan,2025-02-07,64.0,Anna Karapetyan
C10794,Saro,Hakobyan,customer794@example.com,Hrazdan,2025-05-31,22.0,Saro Hakobyan
C10795,Sona,Grigoryan,customer795@example.com,Abovyan,2025-02-27,56.0,Sona Grigoryan
C10796,Narek,Hakobyan,customer796@example.com,Armavir,2025-06-25,28.0,Narek Hakobyan
C10797,Arman,Karapetyan,customer797@example.com,Abovyan,2023-04-20,28.0,Arman Karapetyan
C10798,Hayk,Harutyunyan,customer798@example.com,Yerevan,2025-03-08,64.0,Hayk Harutyunyan
C10799,Mariam,Harutyunyan,customer799@example.com,Abovyan,2024-03-11,59.0,Mariam Harutyunyan
C10800,Nare,Ghazaryan,customer800@example.com,Yerevan,2023-08-13,64.0,Nare Ghazaryan
C10801,Mane,Mkrtchyan,customer801@example.com,Hrazdan,2023-06-30,48.0,Mane Mkrtchyan
C10802,Arman,Karapetyan,customer802@example.com,Vanadzor,2025-04-03,48.0,Arman Karapetyan
C10803,Eva,Sargsyan,customer803@example.com,Yerevan,2024-12-13,30.0,Eva Sargsyan
C10804,Hayk,Ghazaryan,customer804@example.com,Gyumri,2024-06-14,31.0,Hayk Ghazaryan
C10805,Lusine,Sargsyan,customer805@example.com,Yerevan,2024-04-20,62.0,Lusine Sargsyan
C10806,Hayk,Mkrtchyan,customer806@example.com,Yerevan,2023-02-21,59.0,Hayk Mkrtchyan
C10807,Saro,Petrosyan,customer807@example.com,Vanadzor,2024-07-24,42.0,Saro Petrosyan
C10808,Mariam,Stepanyan,customer808@example.com,Yerevan,2023-09-13,50.0,Mariam Stepanyan
C10809,Eva,Hakobyan,customer809@example.com,Etchmiadzin,2025-07-28,50.0,Eva Hakobyan
C10810,Mane,Hakobyan,customer810@example.com,Yerevan,2025-05-18,32.0,Mane Hakobyan
C10811,Sona,Stepanyan,customer811@example.com,Abovyan,2023-05-05,33.0,Sona Stepanyan
C10812,Saro,Stepanyan,customer812@example.com,Etchmiadzin,2024-04-12,61.0,Saro Stepanyan
C10813,Tatev,Harutyunyan,customer813@example.com,Abovyan,2023-05-17,55.0,Tatev Harutyunyan
C10814,Suren,Sargsyan,customer814@example.com,Gyumri,2025-03-31,23.0,Suren Sargsyan
C10815,Narek,Stepanyan,customer815@example.com,Artashat,2024-04-20,61.0,Narek Stepanyan
C10816,Hayk,Hovhannisyan,customer816@example.com,Yerevan,2024-11-14,42.0,Hayk Hovhannisyan
C10817,Arman,Avetisyan,customer817@example.com,Yerevan,2024-06-27,32.0,Arman Avetisyan
C10818,Saro,Stepanyan,customer818@example.com,Yerevan,2024-07-26,21.0,Saro Stepanyan
C10819,Nare,Grigoryan,customer819@example.com,Yerevan,2024-09-01,21.0,Nare Grigoryan
C10820,Ani,Grigoryan,customer820@example.com,Artashat,2023-11-21,47.0,Ani Grigoryan
C10821,Nare,Grigoryan,customer821@example.com,Yerevan,2025-02-12,51.0,Nare Grigoryan
C10822,Lusine,Harutyunyan,customer822@example.com,Etchmiadzin,2025-07-01,44.0,Lusine Harutyunyan
C10823,Suren,Vardanyan,customer823@example.com,Etchmiadzin,2024-03-29,48.0,Suren Vardanyan
C10824,Eva,Karapetyan,customer824@example.com,Yerevan,2024-09-19,49.0,Eva Karapetyan
C10825,Ani,Hovhannisyan,customer825@example.com,Vanadzor,2025-04-14,61.0,Ani Hovhannisyan
C10826,Arsen,Martirosyan,customer826@example.com,Yerevan,2025-01-06,-5.0,Arsen Martirosyan
C10827,Hayk,Vardanyan,customer827@example.com,Gyumri,2025-07-02,26.0,Hayk Vardanyan
C10828,Narek,Sargsyan,customer828@example.com,Yerevan,2024-05-31,58.0,Narek Sargsyan
C10829,Mane,Hovhannisyan,customer829@example.com,Artashat,2024-03-12,25.0,Mane Hovhannisyan
C10830,Arman,Ghazaryan,customer830@example.com,Dilijan,2025-04-30,31.0,Arman Ghazaryan
C10831,Tatev,Sargsyan,customer831@example.com,Yerevan,2025-07-17,50.0,Tatev Sargsyan
C10832,Mane,Hovhannisyan,customer832@example.com,Yerevan,2024-07-15,40.0,Mane Hovhannisyan
C10833,Anna,Avetisyan,customer833@example.com,Hrazdan,2024-04-01,38.0,Anna Avetisyan
C10834,Ani,Hovhannisyan,customer834@example.com,Yerevan,2025-07-07,29.0,Ani Hovhannisyan
C10835,Hayk,Hovhannisyan,customer835@example.com,Armavir,2023-06-12,19.0,Hayk Hovhannisyan
C10836,Karen,Vardanyan,customer836@example.com,Vanadzor,2025-01-31,30.0,Karen Vardanyan
C10837,Gor,Hovhannisyan,customer837@example.com,Yerevan,2025-06-01,21.0,Gor Hovhannisyan
C10838,Narek,Hakobyan,customer838@example.com,Kapan,2024-05-01,37.0,Narek Hakobyan
C10839,Gor,Vardanyan,customer839@example.com,Gyumri,2024-04-05,65.0,Gor Vardanyan
C10840,Suren,Petrosyan,customer840@example.com,Armavir,2023-09-23,31.0,Suren Petrosyan
C10841,Mariam,Mkrtchyan,customer841@example.com,Artashat,2025-02-08,47.0,Mariam Mkrtchyan
C10842,Tatev,Ghazaryan,customer842@example.com,Yerevan,2023-09-11,46.0,Tatev Ghazaryan
C10843,Sona,Ghazaryan,customer843@example.com,Yerevan,2025-05-10,-5.0,Sona Ghazaryan
C10844,Mariam,Hakobyan,customer844@example.com,Dilijan,2024-10-14,29.0,Mariam Hakobyan
C10845,Nare,Stepanyan,customer845@example.com,Armavir,2023-10-11,58.0,Nare Stepanyan
C10846,Ani,Karapetyan,,Yerevan,2025-02-23,55.0,Ani Karapetyan
C10847,Narek,Mkrtchyan,customer847@example.com,Kapan,2025-03-07,43.0,Narek Mkrtchyan
C10848,David,Sargsyan,customer848@example.com,Gyumri,2024-06-17,19.0,David Sargsyan
C10849,Lusine,Karapetyan,customer849@example.com,Yerevan,2024-05-11,57.0,Lusine Karapetyan
C10850,David,Mkrtchyan,customer850@example.com,Armavir,2024-10-03,31.0,David Mkrtchyan
C10851,Mane,Avetisyan,customer851@example.com,Yerevan,2023-09-02,23.0,Mane Avetisyan
C10852,Eva,Avetisyan,customer852@example.com,Artashat,2023-10-09,59.0,Eva Avetisyan
C10853,Hayk,Manukyan,customer853@example.com,Yerevan,2024-03-26,57.0,Hayk Manukyan
C10854,Anna,Stepanyan,customer854@example.com,Vanadzor,2023-03-21,48.0,Anna Stepanyan
C10855,Lusine,Vardanyan,customer855@example.com,Yerevan,2024-12-31,34.0,Lusine Vardanyan
C10856,Narek,Martirosyan,customer856@example.com,Gyumri,2023-10-20,42.0,Narek Martirosyan
C10857,Suren,Avetisyan,customer857@example.com,Abovyan,2023-08-29,49.0,Suren Avetisyan
C10858,Karen,Sargsyan,customer858@example.com,Yerevan,2023-10-06,29.0,Karen Sargsyan
C10859,Arsen,Petrosyan,customer859@example.com,Gyumri,2023-12-10,30.0,Arsen Petrosyan
C10860,Mane,Grigoryan,customer860@example.com,Gyumri,2023-11-24,,Mane Grigoryan
C10861,David,Manukyan,customer861@example.com,Yerevan,2025-07-03,61.0,David Manukyan
C10862,Mariam,Grigoryan,customer862@example.com,Vagharshapat,2024-07-07,65.0,Mariam Grigoryan
C10863,Suren,Ghazaryan,customer863@example.com,Yerevan,2023-03-24,42.0,Suren Ghazaryan
C10864,Anna,Stepanyan,customer864@example.com,Vanadzor,2023-05-22,48.0,Anna Stepanyan
C10865,Anna,Hovhannisyan,customer865@example.com,Gyumri,2023-06-04,54.0,Anna Hovhannisyan
C10866,Ani,Martirosyan,customer866@example.com,Gyumri,2023-08-25,42.0,Ani Martirosyan
C10867,Sona,Ghazaryan,customer867@example.com,Yerevan,2024-01-28,33.0,Sona Ghazaryan
C10868,Sona,Mkrtchyan,customer868@example.com,Yerevan,2024-12-11,55.0,Sona Mkrtchyan
C10869,Mane,Ghazaryan,customer869@example.com,Gyumri,2023-06-06,60.0,Mane Ghazaryan
C10870,David,Harutyunyan,customer870@example.com,Hrazdan,2024-12-24,40.0,David Harutyunyan
C10871,Narek,Stepanyan,customer871@example.com,Kapan,2023-08-08,31.0,Narek Stepanyan
C10872,Arsen,Avetisyan,customer872@example.com,Gyumri,2023-03-07,23.0,Arsen Avetisyan
C10873,Anna,Petrosyan,customer873@example.com,Yerevan,2024-02-29,42.0,Anna Petrosyan
C10874,Narek,Martirosyan,customer874@example.com,Yerevan,2024-02-22,40.0,Narek Martirosyan
C10875,Narek,Grigoryan,customer875@example.com,Yerevan,2023-12-05,60.0,Narek Grigoryan
C10876,Saro,Manukyan,customer876@example.com,Yerevan,2024-07-09,29.0,Saro Manukyan
C10877,Arsen,Avetisyan,customer877@example.com,Yerevan,2024-04-22,30.0,Arsen Avetisyan
C10878,Arman,Sargsyan,customer878@example.com,Yerevan,2024-03-01,53.0,Arman Sargsyan
C10879,Tatev,Avetisyan,customer879@example.com,Yerevan,2023-03-05,56.0,Tatev Avetisyan
C10880,Gor,Manukyan,customer880@example.com,Yerevan,2023-07-31,51.0,Gor Manukyan
C10881,Karen,Manukyan,customer881@example.com,Yerevan,2025-05-02,23.0,Karen Manukyan
C10882,Sona,Harutyunyan,customer882@example.com,Yerevan,2024-03-06,55.0,Sona Harutyunyan
C10883,Sona,Vardanyan,customer883@example.com,Yerevan,2024-02-03,-5.0,Sona Vardanyan
C10884,Lilit,Avetisyan,customer884@example.com,Yerevan,2025-07-15,25.0,Lilit Avetisyan
C10885,Sona,Ghazaryan,customer885@example.com,Gyumri,2025-02-27,25.0,Sona Ghazaryan
C10886,Arsen,Avetisyan,customer886@example.com,Yerevan,2024-08-21,57.0,Arsen Avetisyan
C10887,Saro,Stepanyan,customer887@example.com,Yerevan,2024-12-13,50.0,Saro Stepanyan
C10888,Hayk,Stepanyan,customer888@example.com,Yerevan,2023-01-21,51.0,Hayk Stepanyan
C10889,Ani,Hovhannisyan,customer889@example.com,Yerevan,2025-05-27,61.0,Ani Hovhannisyan
C10890,Eva,Harutyunyan,customer890@example.com,Yerevan,2025-06-20,32.0,Eva Harutyunyan
C10891,Ani,Karapetyan,customer891@example.com,Gyumri,2025-02-22,53.0,Ani Karapetyan
C10892,Lusine,Karapetyan,customer892@example.com,Abovyan,2024-08-12,52.0,Lusine Karapetyan
C10893,Ani,Hovhannisyan,customer893@example.com,Yerevan,2024-01-25,63.0,Ani Hovhannisyan
C10894,Eva,Mkrtchyan,customer894@example.com,Yerevan,2024-05-03,39.0,Eva Mkrtchyan
C10895,Mariam,Karapetyan,customer895@example.com,Armavir,2023-01-07,40.0,Mariam Karapetyan
C10896,Arsen,Stepanyan,customer896@example.com,Yerevan,2023-12-27,57.0,Arsen Stepanyan
C10897,Sona,Hovhannisyan,customer897@example.com,Yerevan,2023-11-02,62.0,Sona Hovhannisyan
C10898,Sona,Hakobyan,customer898@example.com,Kapan,2025-02-10,39.0,Sona Hakobyan
C10899,Saro,Vardanyan,customer899@example.com,Vagharshapat,2024-02-04,22.0,Saro Vardanyan
C10900,Lilit,Vardanyan,customer900@example.com,Yerevan,2025-05-23,48.0,Lilit Vardanyan
C10901,Saro,Ghazaryan,customer901@example.com,Gyumri,2025-07-02,30.0,Saro Ghazaryan
C10902,Hayk,Avetisyan,customer902@example.com,Yerevan,2025-05-05,45.0,Hayk Avetisyan
C10903,Hayk,Ghazaryan,customer903@example.com,Yerevan,2024-03-05,37.0,Hayk Ghazaryan
C10904,Anna,Hovhannisyan,customer904@example.com,Vanadzor,2024-07-05,50.0,Anna Hovhannisyan
C10905,Lilit,Petrosyan,customer905@example.com,Yerevan,2025-02-04,33.0,Lilit Petrosyan
C10906,Saro,Avetisyan,customer906@example.com,Yerevan,2025-01-22,46.0,Saro Avetisyan
C10907,Sona,Hakobyan,customer907@example.com,Artashat,2024-07-13,40.0,Sona Hakobyan
C10908,Gor,Hakobyan,customer908@example.com,Artashat,2025-03-30,41.0,Gor Hakobyan
C10909,Nare,Ghazaryan,customer909@example.com,Yerevan,2024-09-09,,Nare Ghazaryan
C10910,Eva,Grigoryan,customer910@example.com,Vanadzor,2025-07-08,24.0,Eva Grigoryan
C10911,Eva,Avetisyan,customer911@example.com,Gyumri,2023-08-14,55.0,Eva Avetisyan
C10912,Ani,Martirosyan,customer912@example.com,Armavir,2024-05-14,54.0,Ani Martirosyan
C10913,Nare,Hakobyan,customer913@example.com,Yerevan,2023-08-13,21.0,Nare Hakobyan
C10914,Lilit,Vardanyan,customer914@example.com,Yerevan,2023-10-07,51.0,Lilit Vardanyan
C10915,Arman,Petrosyan,customer915@example.com,Yerevan,2024-03-22,59.0,Arman Petrosyan
C10916,Hayk,Vardanyan,customer916@example.com,Yerevan,2024-05-12,39.0,Hayk Vardanyan
C10917,Ani,Harutyunyan,customer917@example.com,Yerevan,2023-01-30,22.0,Ani Harutyunyan
C10918,Narek,Mkrtchyan,customer918@example.com,Etchmiadzin,2024-02-03,59.0,Narek Mkrtchyan
C10919,Ani,Grigoryan,customer919@example.com,Abovyan,2023-12-11,40.0,Ani Grigoryan
C10920,Arman,Harutyunyan,customer920@example.com,Yerevan,2024-11-15,32.0,Arman Harutyunyan
C10921,Mariam,Grigoryan,customer921@example.com,Gyumri,2024-11-26,48.0,Mariam Grigoryan
C10922,Gor,Vardanyan,customer922@example.com,Yerevan,2025-03-28,26.0,Gor Vardanyan
C10923,Narek,Stepanyan,customer923@example.com,Armavir,2024-02-19,60.0,Narek Stepanyan
C10924,Gor,Petrosyan,customer924@example.com,Artashat,2025-01-11,42.0,Gor Petrosyan
C10925,Ani,Vardanyan,customer925@example.com,Dilijan,2023-06-19,42.0,Ani Vardanyan
C10926,Hayk,Stepanyan,customer926@example.com,Kapan,2025-05-10,38.0,Hayk Stepanyan
C10927,Tatev,Ghazaryan,customer927@example.com,Yerevan,2024-04-23,26.0,Tatev Ghazaryan
C10928,Eva,Manukyan,customer928@example.com,Yerevan,2025-07-30,65.0,Eva Manukyan
C10929,Arman,Avetisyan,customer929@example.com,Vanadzor,2023-05-11,55.0,Arman Avetisyan
C10930,Tatev,Vardanyan,customer930@example.com,Armavir,2024-09-29,39.0,Tatev Vardanyan
C10931,Nare,Stepanyan,customer931@example.com,Yerevan,2024-06-30,60.0,Nare Stepanyan
C10932,Eva,Hovhannisyan,customer932@example.com,Yerevan,2023-01-28,40.0,Eva Hovhannisyan
C10933,Sona,Sargsyan,customer933@example.com,Etchmiadzin,2025-07-17,21.0,Sona Sargsyan
C10934,Narek,Martirosyan,customer934@example.com,Yerevan,2024-02-08,46.0,Narek Martirosyan
C10935,Eva,Harutyunyan,customer935@example.com,Yerevan,2024-08-29,32.0,Eva Harutyunyan
C10936,Arman,Avetisyan,customer936@example.com,Abovyan,2024-07-31,18.0,Arman Avetisyan
C10937,Suren,Martirosyan,,Yerevan,2024-11-09,47.0,Suren Martirosyan
C10938,Tatev,Manukyan,customer938@example.com,Yerevan,2023-01-28,46.0,Tatev Manukyan
C10939,Mariam,Sargsyan,customer939@example.com,Etchmiadzin,2023-03-27,37.0,Mariam Sargsyan
C10940,Saro,Martirosyan,customer940@example.com,Vanadzor,2024-10-20,,Saro Martirosyan
C10941,Saro,Martirosyan,customer941@example.com,Dilijan,2024-03-14,58.0,Saro Martirosyan
C10942,Arman,Harutyunyan,,Yerevan,2023-05-19,61.0,Arman Harutyunyan
C10943,Arman,Karapetyan,customer943@example.com,Yerevan,2025-06-06,53.0,Arman Karapetyan
C10944,Mane,Sargsyan,customer944@example.com,Hrazdan,2024-04-17,39.0,Mane Sargsyan
C10945,Narek,Avetisyan,customer945@example.com,Gyumri,2023-07-06,30.0,Narek Avetisyan
C10946,Nare,Manukyan,customer946@example.com,Yerevan,2023-02-21,24.0,Nare Manukyan
C10947,Mane,Sargsyan,customer947@example.com,Vagharshapat,2023-09-24,25.0,Mane Sargsyan
C10948,Gor,Ghazaryan,customer948@example.com,Yerevan,2024-01-24,45.0,Gor Ghazaryan
C10949,Sona,Petrosyan,customer949@example.com,Yerevan,2023-12-02,62.0,Sona Petrosyan
C10950,Hayk,Ghazaryan,customer950@example.com,Yerevan,2023-08-05,60.0,Hayk Ghazaryan
C10951,Hayk,Karapetyan,customer951@example.com,Yerevan,2024-04-10,26.0,Hayk Karapetyan
C10952,Sona,Petrosyan,customer952@example.com,Yerevan,2023-12-01,42.0,Sona Petrosyan
C10953,Eva,Manukyan,customer953@example.com,Gyumri,2023-12-12,33.0,Eva Manukyan
C10954,Arsen,Harutyunyan,,Abovyan,2025-02-18,27.0,Arsen Harutyunyan
C10955,Mane,Harutyunyan,customer955@example.com,Armavir,2025-06-19,28.0,Mane Harutyunyan
C10956,Suren,Stepanyan,customer956@example.com,Yerevan,2024-01-24,48.0,Suren Stepanyan
C10957,Tatev,Manukyan,customer957@example.com,Yerevan,2023-10-12,29.0,Tatev Manukyan
C10958,Sona,Grigoryan,customer958@example.com,Yerevan,2025-02-09,48.0,Sona Grigoryan
C10959,Karen,Manukyan,customer959@example.com,Yerevan,2025-05-01,31.0,Karen Manukyan
C10960,Ani,Ghazaryan,customer960@example.com,Abovyan,2024-03-07,61.0,Ani Ghazaryan
C10961,Eva,Karapetyan,customer961@example.com,Hrazdan,2023-09-16,49.0,Eva Karapetyan
C10962,Sona,Vardanyan,customer962@example.com,Etchmiadzin,2025-05-04,34.0,Sona Vardanyan
C10963,Mane,Hakobyan,customer963@example.com,Yerevan,2023-03-25,52.0,Mane Hakobyan
C10964,Suren,Harutyunyan,customer964@example.com,Yerevan,2024-04-26,18.0,Suren Harutyunyan
C10965,Suren,Mkrtchyan,customer965@example.com,Gyumri,2023-01-20,46.0,Suren Mkrtchyan
C10966,Arman,Karapetyan,customer966@example.com,Yerevan,2025-02-06,21.0,Arman Karapetyan
C10967,Mikael,Vardanyan,customer967@example.com,Vanadzor,2024-07-06,40.0,Mikael Vardanyan
C10968,Arman,Hovhannisyan,customer968@example.com,Dilijan,2023-02-23,45.0,Arman Hovhannisyan
C10969,Narek,Karapetyan,customer969@example.com,Yerevan,2023-12-25,33.0,Narek Karapetyan
C10970,Narek,Karapetyan,customer970@example.com,Hrazdan,2023-08-18,29.0,Narek Karapetyan
C10971,Sona,Stepanyan,customer971@example.com,Gyumri,2024-10-27,38.0,Sona Stepanyan
C10972,Gor,Martirosyan,customer972@example.com,Yerevan,2023-03-12,62.0,Gor Martirosyan
C10973,Lusine,Karapetyan,customer973@example.com,Vanadzor,2025-03-10,34.0,Lusine Karapetyan
C10974,David,Stepanyan,customer974@example.com,Yerevan,2024-10-29,57.0,David Stepanyan
C10975,Saro,Harutyunyan,customer975@example.com,Yerevan,2023-02-11,30.0,Saro Harutyunyan
C10976,Arsen,Hakobyan,customer976@example.com,Vanadzor,2025-02-11,49.0,Arsen Hakobyan
C10977,Sona,Hakobyan,customer977@example.com,Kapan,2023-02-01,54.0,Sona Hakobyan
C10978,David,Karapetyan,customer978@example.com,Yerevan,2023-09-11,32.0,David Karapetyan
C10979,Mane,Hovhannisyan,customer979@example.com,Yerevan,2023-07-24,29.0,Mane Hovhannisyan
C10980,Ani,Petrosyan,customer980@example.com,Armavir,2025-05-09,32.0,Ani Petrosyan
C10981,Arsen,Harutyunyan,customer981@example.com,Vagharshapat,2023-01-21,51.0,Arsen Harutyunyan
C10982,Narek,Stepanyan,customer982@example.com,Hrazdan,2024-09-28,23.0,Narek Stepanyan
C10983,Arsen,Harutyunyan,customer983@example.com,Yerevan,2023-06-06,34.0,Arsen Harutyunyan
C10984,Arman,Hovhannisyan,customer984@example.com,Armavir,2023-09-02,65.0,Arman Hovhannisyan
C10985,Ani,Sargsyan,customer985@example.com,Yerevan,2023-05-10,37.0,Ani Sargsyan
C10986,Saro,Ghazaryan,customer986@example.com,Vanadzor,2024-04-29,26.0,Saro Ghazaryan
C10987,Sona,Hovhannisyan,customer987@example.com,Yerevan,2024-11-16,22.0,Sona Hovhannisyan
C10988,Eva,Stepanyan,customer988@example.com,Abovyan,2023-04-28,40.0,Eva Stepanyan
C10989,Eva,Hovhannisyan,customer989@example.com,Yerevan,2024-07-31,50.0,Eva Hovhannisyan
C10990,David,Stepanyan,customer990@example.com,Yerevan,2023-08-12,55.0,David Stepanyan
C10991,David,Avetisyan,customer991@example.com,Yerevan,2024-04-21,31.0,David Avetisyan
C10992,Gor,Grigoryan,customer992@example.com,Yerevan,2024-12-17,34.0,Gor Grigoryan
C10993,Nare,Stepanyan,customer993@example.com,Vanadzor,2023-09-20,36.0,Nare Stepanyan
C10994,David,Hovhannisyan,customer994@example.com,Armavir,2025-02-24,50.0,David Hovhannisyan
C10995,Anna,Grigoryan,customer995@example.com,Artashat,2024-01-13,18.0,Anna Grigoryan
C10996,Nare,Stepanyan,customer996@example.com,Yerevan,2023-06-21,30.0,Nare Stepanyan
C10997,Mane,Stepanyan,customer997@example.com,Hrazdan,2024-09-12,63.0,Mane Stepanyan
C10998,Hayk,Petrosyan,customer998@example.com,Abovyan,2024-09-13,44.0,Hayk Petrosyan
C10999,Mariam,Grigoryan,customer999@example.com,Yerevan,2025-02-04,23.0,Mariam Grigoryan
C11000,Lilit,Sargsyan,customer1000@example.com,Yerevan,2025-01-05,23.0,Lilit Sargsyan
C11001,Karen,Hovhannisyan,customer1001@example.com,Abovyan,2023-04-28,50.0,Karen Hovhannisyan
C11002,Mariam,Hovhannisyan,customer1002@example.com,Artashat,2025-03-07,47.0,Mariam Hovhannisyan
C11003,Lusine,Manukyan,customer1003@example.com,Vanadzor,2025-04-18,63.0,Lusine Manukyan
C11004,Mane,Grigoryan,customer1004@example.com,Yerevan,2023-06-17,52.0,Mane Grigoryan
C11005,Suren,Harutyunyan,customer1005@example.com,Gyumri,2023-11-15,40.0,Suren Harutyunyan
C11006,Saro,Hovhannisyan,customer1006@example.com,Yerevan,2023-04-21,27.0,Saro Hovhannisyan
C11007,Lilit,Vardanyan,customer1007@example.com,Hrazdan,2024-08-15,36.0,Lilit Vardanyan
C11008,Nare,Ghazaryan,customer1008@example.com,Hrazdan,2023-01-27,45.0,Nare Ghazaryan
C11009,Hayk,Manukyan,customer1009@example.com,Yerevan,2023-11-16,40.0,Hayk Manukyan
C11010,Ani,Grigoryan,customer1010@example.com,Armavir,2024-08-12,21.0,Ani Grigoryan
C11011,Lusine,Harutyunyan,customer1011@example.com,Yerevan,2024-11-24,37.0,Lusine Harutyunyan
C11012,Mane,Harutyunyan,,Dilijan,2025-07-18,36.0,Mane Harutyunyan
C11013,Karen,Vardanyan,customer1013@example.com,Yerevan,2024-01-20,59.0,Karen Vardanyan
C11014,Lusine,Karapetyan,customer1014@example.com,Yerevan,2024-02-11,44.0,Lusine Karapetyan
C11015,Lilit,Hakobyan,customer1015@example.com,Yerevan,2025-01-02,51.0,Lilit Hakobyan
C11016,Lusine,Petrosyan,customer1016@example.com,Yerevan,2023-07-23,21.0,Lusine Petrosyan
C11017,Nare,Sargsyan,customer1017@example.com,Yerevan,2023-03-19,55.0,Nare Sargsyan
C11018,David,Martirosyan,customer1018@example.com,Vanadzor,2024-08-29,24.0,David Martirosyan
C11019,Lusine,Hovhannisyan,customer1019@example.com,Vanadzor,2024-12-08,65.0,Lusine Hovhannisyan
C11020,Nare,Avetisyan,customer1020@example.com,Hrazdan,2025-04-30,24.0,Nare Avetisyan
C11021,Sona,Grigoryan,customer1021@example.com,Yerevan,2024-10-04,43.0,Sona Grigoryan
C11022,Lusine,Grigoryan,customer1022@example.com,Gyumri,2023-09-06,43.0,Lusine Grigoryan
C11023,Lilit,Manukyan,customer1023@example.com,Yerevan,2023-04-15,36.0,Lilit Manukyan
C11024,Ani,Manukyan,customer1024@example.com,Abovyan,2024-12-14,26.0,Ani Manukyan
C11025,Tatev,Stepanyan,customer1025@example.com,Yerevan,2025-03-02,37.0,Tatev Stepanyan
C11026,Saro,Avetisyan,customer1026@example.com,Armavir,2023-11-05,59.0,Saro Avetisyan
C11027,Saro,Grigoryan,customer1027@example.com,Abovyan,2025-05-20,62.0,Saro Grigoryan
C11028,Lusine,Mkrtchyan,customer1028@example.com,Gyumri,2024-12-01,33.0,Lusine Mkrtchyan
C11029,Tatev,Sargsyan,customer1029@example.com,Yerevan,2024-09-06,34.0,Tatev Sargsyan
C11030,Mikael,Stepanyan,,Yerevan,2025-04-04,39.0,Mikael Stepanyan
C11031,Sona,Stepanyan,customer1031@example.com,Yerevan,2023-05-04,30.0,Sona Stepanyan
