customer_id,first_name,last_name,email,city,signup_date,age
C10797,Arman.,Karapetyan,customer797@example.com,#ABOVYAN,2023-04-20,28
C10798,Hayk,Harutyunyan,customer798@example.com,#yeRevAn,2025-03-08,64
C10799,  Mariam  ,Harutyunyan,customer799@example.com,Abovyan,2024-03-11,59
C10800,"""""NaRe""""",Ghazaryan,customer800@example.com,  Yer  ,2023-08-13,64
C10801,MANE.,"""MKRTCHYAN""",customer801@example.com,HRAZDAN.,2023-06-30,48
C10802,arman,#Karapetyan,customer802@example.com,vanadzor.,2025-04-03,48
C10803,Eva,Sargsyan,customer803@example.com,YEREVAN.,2024-12-13,30
C10804,hayk,ghazaryan,customer804@example.com,Gyumri,2024-06-14,31
C10805,"LUSINE,","""""Sargsyan""""",customer805@example.com,yerevan city,2024-04-20,62
C10806,  HAYK  ,mkrtchyan,customer806@example.com,YVN,2023-02-21,59
C10807,Saro,"""""Petrosyan""""",customer807@example.com,"""Vanadzor""",2024-07-24,42
C10808,Mariam.,  stepanyaN  ,customer808@example.com,Yerevan,2023-09-13,50
C10809,eva,hakobyan,customer809@example.com,EtcHMIaDzin,2025-07-28,50
C10810,MaNe,HAKOBYAN,customer810@example.com,YVN,2025-05-18,32
C10811,"""sona""",Stepanyan,customer811@example.com,Abovyan,2023-05-05,33
C10812,Saro,"""STEPANYAN""",customer812@example.com,'Etchmiadzin',2024-04-12,61
C10813,'Tatev',  Harutyunyan  ,customer813@example.com,ABOVYAN,2023-05-17,55
C10814,sUren,Sargsyan,customer814@example.com,"""Gyumri""",2025-03-31,23
C10815,Narek,  Stepanyan  ,customer815@example.com,Artashat,2024-04-20,61
C10816,'Hayk',HOvHaNniSYan,customer816@example.com,yerevan.,2024-11-14,42
C10817,Arman,Avetisyan,customer817@example.com,Yerevan,2024-06-27,32
C10818,Saro,Stepanyan,customer818@example.com,YVN,2024-07-26,21
C10819,'Nare',GRIGORYAN,customer819@example.com,"Yerev.,",2024-09-01,21
C10820,Ani,grigoryan,customer820@example.com,"""ArTAshat""",2023-11-21,47
C10821,Nare,grigoryan,customer821@example.com,Yerevan,2025-02-12,51
C10822,LuSiNe,Harutyunyan,customer822@example.com,Etchmiadzin,2025-07-01,44
C10823,"""""suren""""",vardanyan,customer823@example.com,ETCHMIADZIN.,2024-03-29,48
C10824,Eva,Karapetyan,customer824@example.com,YeRevaN,2024-09-19,49
C10825,Ani,"""Hovhannisyan""",customer825@example.com,VANADZOR,2025-04-14,61
C10826,  Arsen  ,Martirosyan,customer826@example.com,Yerevan.,2025-01-06,-5
C10827,"""Hayk""",Vardanyan,customer827@example.com,gyumri,2025-07-02,26
C10828,narek,"""""Sargsyan""""",customer828@example.com,#YerEVan,2024-05-31,58
C10829,Mane,Hovhannisyan,customer829@example.com,  artashat  ,2024-03-12,25
C10830,Arman,Ghazaryan,customer830@example.com,DILIJAN,2025-04-30,31
C10831,Tatev,  SARGSYAN  ,customer831@example.com,  YEREVAN  ,2025-07-17,50
C10832,Mane,Hovhannisyan,customer832@example.com,YeReVAn,2024-07-15,40
C10833,Anna,Avetisyan,customer833@example.com,hrazdan.,2024-04-01,38
C10834,"""Ani""",Hovhannisyan,customer834@example.com,Yerevan,2025-07-07,29
C10835,hayk,HOvHannIsYAN,customer835@example.com,armavir,2023-06-12,19
C10836,Karen,Vardanyan,customer836@example.com,Vanadzor,2025-01-31,30
C10837,Gor,Hovhannisyan,customer837@example.com,#Yerevan,2025-06-01,21
C10838,Narek,HAKOByaN,customer838@example.com,'Kapan',2024-05-01,37
C10839,Gor,Vardanyan,customer839@example.com,gyumri,2024-04-05,65
C10840,"Suren,",Petrosyan,customer840@example.com,Armavir,2023-09-23,31
C10841,"MARIAM,",Mkrtchyan.,customer841@example.com,ARTASHAT,2025-02-08,47
C10842,Tatev,ghazaryan,customer842@example.com,Yerevan,2023-09-11,46
C10843,"""""SONA""""","""""Ghazaryan""""",customer843@example.com,yerevan,2025-05-10,-5
C10844,Mariam,#Hakobyan,customer844@example.com,DilIJan,2024-10-14,29
C10845,Nare,STEPANYAN,customer845@example.com,Armavir,2023-10-11,58
C10846,Ani,Karapetyan,,Yerevan,2025-02-23,55
C10847,"""""narEk""""",Mkrtchyan,customer847@example.com,Kapan,2025-03-07,43
C10848,David,#SaRGSyan,customer848@example.com,gyumri,2024-06-17,19
C10849,"""""luSine""""",kARAPEtyAN,customer849@example.com,"YEREVAN,",2024-05-11,57
C10850,DAVID,Mkrtchyan,customer850@example.com,armavir,2024-10-03,31
C10851,mane,Avetisyan,customer851@example.com,#yeREvAN,2023-09-02,23
C10852,Eva,AVetiSyan,customer852@example.com,  Artashat  ,2023-10-09,59
C10853,hayk,Manukyan,customer853@example.com,Yerevan,2024-03-26,57
C10854,ANNa,Stepanyan,customer854@example.com,Vandz.,2023-03-21,48
C10855,#lusine,  VardaNyaN  ,customer855@example.com,  Yerev.  ,2024-12-31,34
C10856,Narek.,"""MARTIROSYAN""",customer856@example.com,"Gyumri,",2023-10-20,42
C10857,Suren,Avetisyan,customer857@example.com,Abovyan,2023-08-29,49
C10858,"""""Karen""""",Sargsyan,customer858@example.com,YEREVAN,2023-10-06,29
C10859,Arsen,"""Petrosyan""",customer859@example.com,GMR,2023-12-10,30
C10860,"""""Mane""""",GRIGORYAN,customer860@example.com,gyumri,2023-11-24,N/A
C10861,David,Manukyan,customer861@example.com,'Yerevan',2025-07-03,61
C10862,Mariam,Grigoryan.,customer862@example.com,'vagharshapat',2024-07-07,65
C10863,Suren,Ghazaryan,customer863@example.com,yereVAn,2023-03-24,42
C10864,Anna,Stepanyan,customer864@example.com,"Vandz.,",2023-05-22,48
C10865,Anna,hovhannisyan,customer865@example.com,  Gym  ,2023-06-04,54
C10866,Ani,Martirosyan,customer866@example.com,Gyumri,2023-08-25,42
C10867,sOnA,Ghazaryan,customer867@example.com,Yer,2024-01-28,33
C10868,Sona,Mkrtchyan,customer868@example.com,Yerevan,2024-12-11,55
C10869,Mane,GHAZARYAN,customer869@example.com,Gyumri City,2023-06-06,60
C10870,'david',"Harutyunyan,",customer870@example.com,hrazdan,2024-12-24,40
C10871,NarEk,Stepanyan,customer871@example.com,Kapan,2023-08-08,31
C10872,ARSEN,Avetisyan,customer872@example.com,'Gyumri',2023-03-07,23
C10873,Anna,PETROSYAN,customer873@example.com,Yerevan,2024-02-29,42
C10874,Narek,Martirosyan,customer874@example.com,'Yerevan',2024-02-22,40
C10875,Narek,Grigoryan,customer875@example.com,#Yer,2023-12-05,60
C10876,'Saro',"""Manukyan""",customer876@example.com,yErev.,2024-07-09,29
C10877,Arsen,AVETISYAN,customer877@example.com,Yerevan,2024-04-22,30
C10878,Arman.,Sargsyan,customer878@example.com,YVN,2024-03-01,53
C10879,Tatev,#Avetisyan,customer879@example.com,  yErEVAN  ,2023-03-05,56
C10880,gor,#Manukyan,customer880@example.com,'yerevan',2023-07-31,51
C10881,KAREN,MANUKYAN,customer881@example.com,YEREVAN,2025-05-02,23
C10882,Sona,Harutyunyan,customer882@example.com,  Yerevan  ,2024-03-06,55
C10883,"""Sona""","""Vardanyan""",customer883@example.com,YEREVAN,2024-02-03,-5
C10884,"""""LiLiT""""",  Avetisyan  ,customer884@example.com,  Yerevan  ,2025-07-15,25
C10885,Sona,Ghazaryan,customer885@example.com,Gyumri,2025-02-27,25
C10886,Arsen,"""AVETISYAN""",customer886@example.com,yerevan,2024-08-21,57
C10887,SARo,stepanyan,customer887@example.com,Yerevan,2024-12-13,50
C10888,hayk.,"stepanyan,",customer888@example.com,yerevan,2023-01-21,51
C10889,Ani,#Hovhannisyan,customer889@example.com,"""Yerevan""",2025-05-27,61
C10890,Eva,harutyunyan,customer890@example.com,yerevan,2025-06-20,32
C10891,Ani,karapetyan,customer891@example.com,Gyumri.,2025-02-22,53
C10892,Lusine,Karapetyan,customer892@example.com,AboVyAN,2024-08-12,52
C10893,Ani,Hovhannisyan,customer893@example.com,'YEREVAN',2024-01-25,63
C10894,Eva,Mkrtchyan,customer894@example.com,  Yerev.  ,2024-05-03,39
C10895,#mariam,KARAPETYAN,customer895@example.com,'Armavir',2023-01-07,40
C10896,Arsen,Stepanyan,customer896@example.com,#Yev.,2023-12-27,57
C10897,"""SOna""","""""Hovhannisyan""""",customer897@example.com,  Yerev.  ,2023-11-02,62
C10898,Sona.,  Hakobyan  ,customer898@example.com,Kapan,2025-02-10,39
C10899,Saro,'VARDANYAN',customer899@example.com,vAGhARSHApat,2024-02-04,22
C10900,lilit,Vardanyan,customer900@example.com,Yerevan,2025-05-23,48
C10901,'Saro',Ghazaryan,customer901@example.com,gyumri,2025-07-02,30
C10902,Hayk,avetisyan,customer902@example.com,YEREVAN.,2025-05-05,45
C10903,Hayk,Ghazaryan,customer903@example.com,yerevan,2024-03-05,37
C10904,'Anna',Hovhannisyan,customer904@example.com,"""Vandz.""",2024-07-05,50
C10905,Lilit,"""Petrosyan""",customer905@example.com,"YVN,",2025-02-04,33
C10906,Saro,Avetisyan,customer906@example.com,YEREVAN,2025-01-22,46
C10907,Sona,  Hakobyan  ,customer907@example.com,ARTASHAT,2024-07-13,40
C10908,#Gor,HAKOBYAN,customer908@example.com,Artashat,2025-03-30,41
C10909,Nare,Ghazaryan,customer909@example.com,Yerev.,2024-09-09,N/A
C10910,EVA,grigoryan,customer910@example.com,vnz,2025-07-08,24
C10911,eva,Avetisyan.,customer911@example.com,Gyumri,2023-08-14,55
C10912,Ani,MARTiRosyAn,customer912@example.com,Armavir,2024-05-14,54
C10913,Nare,hakobyan,customer913@example.com,YEREVAN,2023-08-13,21
C10914,Lilit,'Vardanyan',customer914@example.com,YEREVAN,2023-10-07,51
C10915,Arman,"""PETROSYAN""",customer915@example.com,Yerevan,2024-03-22,59
C10916,Hayk,Vardanyan,customer916@example.com,YEREVAN,2024-05-12,39
C10917,'Ani',HARUTYUNYAN,customer917@example.com,Yerevan,2023-01-30,22
C10918,nareK,MkrtCHYan,customer918@example.com,Etchmiadzin,2024-02-03,59
C10919,ANI,Grigoryan,customer919@example.com,Abovyan.,2023-12-11,40
C10920,arman,Harutyunyan,customer920@example.com,YEREVAN,2024-11-15,32
C10921,mariam,grigoryan.,customer921@example.com,'Gyumri',2024-11-26,48
C10922,'GOR','Vardanyan',customer922@example.com,Yerevan,2025-03-28,26
C10923,Narek,"""""Stepanyan""""",customer923@example.com,Armavir.,2024-02-19,60
C10924,Gor,Petrosyan,customer924@example.com,Artashat,2025-01-11,42
C10925,ANI,VardAnyAN,customer925@example.com,diLijan,2023-06-19,42
C10926,Hayk,Stepanyan,customer926@example.com,Kapan,2025-05-10,38
C10927,tatev,GHAzAryAN,customer927@example.com,Yerevan,2024-04-23,26
C10928,EVA,Manukyan,customer928@example.com,YEREVAN,2025-07-30,65
C10929,'Arman',Avetisyan,customer929@example.com,Vanadzor,2023-05-11,55
C10930,Tatev,Vardanyan,customer930@example.com,Armavir,2024-09-29,39
C10931,"Nare,",STEPANYAN,customer931@example.com,yev..,2024-06-30,60
C10932,Eva,HOvhaNNIsYan,customer932@example.com,YEREVAN,2023-01-28,40
C10933,sona,Sargsyan,customer933@example.com,Etchmiadzin,2025-07-17,21
C10934,"""""Narek""""",Martirosyan,customer934@example.com,YerEV.,2024-02-08,46
C10935,Eva,HaruTYUNyan,customer935@example.com,YEREVAN,2024-08-29,32
C10936,'Arman',"""avetisyan""",customer936@example.com,Abovyan,2024-07-31,18
C10937,suren,"Martirosyan,",,Yerev.,2024-11-09,47
C10938,"tAteV,",mAnUkYan,customer938@example.com,"""Yerevan""",2023-01-28,46
C10939,Mariam,"sargsyan,",customer939@example.com,Etchmiadzin,2023-03-27,37
C10940,Saro,Martirosyan,customer940@example.com,Vandz.,2024-10-20,N/A
C10941,"""Saro""",Martirosyan,customer941@example.com,Dilijan,2024-03-14,58
C10942,Arman.,Harutyunyan,,YEREVAN,2023-05-19,61
C10943,#Arman,Karapetyan,customer943@example.com,yerevan,2025-06-06,53
C10944,"MANE,",Sargsyan,customer944@example.com,Hrazdan,2024-04-17,39
C10945,"""Narek""",avEtISyaN,customer945@example.com,Gyumri City,2023-07-06,30
C10946,Nare,manUkyaN,customer946@example.com,Yerevan,2023-02-21,24
C10947,Mane,"Sargsyan,",customer947@example.com,Vagharshapat,2023-09-24,25
C10948,Gor,  Ghazaryan  ,customer948@example.com,YEREVAN,2024-01-24,45
C10949,Sona.,"""PETROSYAN""",customer949@example.com,  Yerevan  ,2023-12-02,62
C10950,  Hayk  ,"gHazArYaN,",customer950@example.com,YerevAN,2023-08-05,60
C10951,hayk,Karapetyan,customer951@example.com,Yev.,2024-04-10,26
C10952,"""""SONA""""","""""Petrosyan""""",customer952@example.com,yvn,2023-12-01,42
C10953,Eva,Manukyan.,customer953@example.com,Gyumri,2023-12-12,33
C10954,"ARSEN,",Harutyunyan,,"""Abovyan""",2025-02-18,27
C10955,"""Mane""",harutyunyan,customer955@example.com,'ARMAvIr',2025-06-19,28
C10956,Suren,"""Stepanyan""",customer956@example.com,YEREVAN,2024-01-24,48
C10957,"""Tatev""",MANUKYAN,customer957@example.com,Yerev..,2023-10-12,29
C10958,  Sona  ,grigoryan,customer958@example.com,yerEvAn,2025-02-09,48
C10959,Karen.,manukYaN,customer959@example.com,YEREVAN,2025-05-01,31
C10960,Ani,Ghazaryan,customer960@example.com,Abovyan,2024-03-07,61
C10961,Eva,Karapetyan.,customer961@example.com,#Hrazdan,2023-09-16,49
C10962,Sona,VARDANYAN.,customer962@example.com,Etch.,2025-05-04,34
C10963,Mane,#HAKOBYAN,customer963@example.com,Yerevan,2023-03-25,52
C10964,suren,Harutyunyan,customer964@example.com,#yerEvAN,2024-04-26,18
C10965,  Suren  ,Mkrtchyan,customer965@example.com,Gyumri,2023-01-20,46
C10966,Arman,KARAPETYAN,customer966@example.com,'Yev.',2025-02-06,21
C10967,Mikael,Vardanyan,customer967@example.com,  Vandz.  ,2024-07-06,40
C10968,ARmaN,'Hovhannisyan',customer968@example.com,Dilijan,2023-02-23,45
C10969,Narek,KARAPETYAN,customer969@example.com,yerevan.,2023-12-25,33
C10970,  Narek  ,Karapetyan,customer970@example.com,Hrazdan,2023-08-18,29
C10971,SoNa,'Stepanyan',customer971@example.com,  Gyumri  ,2024-10-27,38
C10972,Gor,Martirosyan.,customer972@example.com,Yerev.,2023-03-12,62
C10973,Lusine,Karapetyan,customer973@example.com,'Vanadzor',2025-03-10,34
C10974,David,Stepanyan,customer974@example.com,YEV.,2024-10-29,57
C10975,Saro,Harutyunyan,customer975@example.com,  yerevan  ,2023-02-11,30
C10976,Arsen,Hakobyan,customer976@example.com,VANADZOR,2025-02-11,49
C10977,Sona,Hakobyan,customer977@example.com,Kapan,2023-02-01,54
C10978,David,"Karapetyan,",customer978@example.com,yeReV.,2023-09-11,32
C10979,Mane,HoVhANNisYaN,customer979@example.com,yerevan,2023-07-24,29
C10980,ani,"""""Petrosyan""""",customer980@example.com,Armavir,2025-05-09,32
C10981,aRSEN.,HARUTYUNYAN,customer981@example.com,Vagharshapat,2023-01-21,51
C10982,Narek,StepANyAN,customer982@example.com,hrazdan,2024-09-28,23
C10983,aRsen,HARUTYUNYAN,customer983@example.com,"""yerevan city""",2023-06-06,34
C10984,Arman,Hovhannisyan,customer984@example.com,Armavir,2023-09-02,65
C10985,aNi,SARGSYAN,customer985@example.com,Yerevan,2023-05-10,37
C10986,Saro,Ghazaryan,customer986@example.com,"""""Vanadzor""""",2024-04-29,26
C10987,Sona,Hovhannisyan,customer987@example.com,YEREVAN,2024-11-16,22
C10988,Eva,"""""Stepanyan""""",customer988@example.com,Abovyan,2023-04-28,40
C10989,Eva,hoVHaNNISYAN.,customer989@example.com,yeReVan,2024-07-31,50
C10990,#David,Stepanyan,customer990@example.com,yer,2023-08-12,55
C10991,"""""David""""",Avetisyan,customer991@example.com,  yerevan  ,2024-04-21,31
C10992,gOr,'Grigoryan',customer992@example.com,Yerevan,2024-12-17,34
C10993,nare,  Stepanyan  ,customer993@example.com,vanadzor,2023-09-20,36
C10994,DAVID,Hovhannisyan,customer994@example.com,Armavir,2025-02-24,50
C10995,ANNa.,"""Grigoryan""",customer995@example.com,ARTASHat,2024-01-13,18
C10996,Nare,"Stepanyan,",customer996@example.com,Yerevan,2023-06-21,30
C10997,mANe,Stepanyan,customer997@example.com,#Hrazdan,2024-09-12,63
C10998,Hayk.,Petrosyan,customer998@example.com,Abovyan,2024-09-13,44
C10999,MaRIAm,grigoryan,customer999@example.com,YEREVAN,2025-02-04,23
C11000,LILIT,Sargsyan,customer1000@example.com,"""""yerevan city""""",2025-01-05,23
C11001,karen,hovhannisyan,customer1001@example.com,Abovyan,2023-04-28,50
C11002,"MARIAM,",Hovhannisyan,customer1002@example.com,Artashat,2025-03-07,47
C11003,LUSINE.,Manukyan,customer1003@example.com,VANADZOR,2025-04-18,63
C11004,'MANE',Grigoryan,customer1004@example.com,yerevan,2023-06-17,52
C11005,SUREN,HARUTYUNYAN,customer1005@example.com,GyumRi,2023-11-15,40
C11006,Saro,Hovhannisyan.,customer1006@example.com,  Yev.  ,2023-04-21,27
C11007,Lilit.,Vardanyan,customer1007@example.com,hrAZdan,2024-08-15,36
C11008,"""""Nare""""",ghazaryan,customer1008@example.com,Hrazdan,2023-01-27,45
C11009,Hayk,"""""Manukyan""""",customer1009@example.com,Yerevan,2023-11-16,40
C11010,Ani,"Grigoryan,",customer1010@example.com,Armavir,2024-08-12,21
C11011,lusine.,"HARUTYUNYAN,",customer1011@example.com,#YEREVAN,2024-11-24,37
C11012,Mane,"""""Harutyunyan""""",,Dilijan,2025-07-18,36
C11013,karen,vardanyan,customer1013@example.com,#Yerevan,2024-01-20,59
C11014,Lusine,#Karapetyan,customer1014@example.com,Yerevan,2024-02-11,44
C11015,#Lilit,Hakobyan,customer1015@example.com,Yev.,2025-01-02,51
C11016,LUSINE.,Petrosyan,customer1016@example.com,Yerevan,2023-07-23,21
C11017,Nare,Sargsyan,customer1017@example.com,"yerev.,",2023-03-19,55
C11018,"David,",MartIRoSYAn,customer1018@example.com,Vanadzor,2024-08-29,24
C11019,Lusine,Hovhannisyan,customer1019@example.com,VANADZOR,2024-12-08,65
C11020,Nare,Avetisyan,customer1020@example.com,HRazdAN,2025-04-30,24
C11021,'Sona',Grigoryan,customer1021@example.com,YEREVAN,2024-10-04,43
C11022,Lusine,Grigoryan,customer1022@example.com,gyumri,2023-09-06,43
C11023,Lilit,Manukyan,customer1023@example.com,Yerevan,2023-04-15,36
C11024,"""""Ani""""",manukyan,customer1024@example.com,abovyan,2024-12-14,26
C11025,TATEV,"""Stepanyan""",customer1025@example.com,yev.,2025-03-02,37
C11026,Saro.,  Avetisyan  ,customer1026@example.com,'Armavir',2023-11-05,59
C11027,saro,Grigoryan,customer1027@example.com,ABOVYAN,2025-05-20,62
C11028,lusINE,Mkrtchyan,customer1028@example.com,Gyumri,2024-12-01,33
C11029,tatev,SARGSYAN,customer1029@example.com,"""yerevan""",2024-09-06,34
C11030,"""Mikael""",  sTEpaNyan  ,,Yer,2025-04-04,39
C11031,Sona.,Stepanyan.,customer1031@example.com,yerEVAn,2023-05-04,30
C11032,sarO,GRIGORYAN,customer1032@example.com,Kapan.,2025-03-26,29
C11033,Karen,hovhannisyan,customer1033@example.com,#Armavir,2024-08-02,27
C11034,#ANI,#Hakobyan,customer1034@example.com,Yerevan.,2025-03-12,18
C11035,Arsen,Avetisyan,customer1035@example.com,VANADZOR,2023-02-12,49
C11036,SARO,  Stepanyan  ,customer1036@example.com,Hrazdan,2023-12-22,47
C11037,eVA,Hovhannisyan,customer1037@example.com,VNZ,2024-06-29,25
C11038,#Karen,"mkrtchyan,",customer1038@example.com,Yerevan,2024-03-14,38
C11039,  Mariam  ,Sargsyan,customer1039@example.com,Yerev.,2024-11-08,39
C11040,'LuSinE',Grigoryan,customer1040@example.com,YEREVAN CITY,2024-01-15,35
C11041,"""Karen""",Martirosyan,customer1041@example.com,Kapan,2023-03-12,19
C11042,  Hayk  ,Karapetyan.,customer1042@example.com,Gyumri,2024-06-02,65
C11043,sARO,Hovhannisyan,customer1043@example.com,GYM,2024-10-25,61
C11044,Arman,Vardanyan,customer1044@example.com,Artashat,2023-12-16,26
C11045,Ani.,Hakobyan,customer1045@example.com,vANAdzOR,2023-01-13,20
C11046,Sona,'Martirosyan',customer1046@example.com,ARMAVIR,2025-05-19,43
C11047,Lilit.,ghazaryan,customer1047@example.com,Gyumri,2024-03-06,38
C11048,Anna,manukyan,customer1048@example.com,"""""Yerevan""""",2025-04-22,47
C11049,Gor,HOVHANNISYAN,customer1049@example.com,Artashat,2024-05-16,45
C11050,Gor,Manukyan,customer1050@example.com,Gyumri,2023-04-19,53
C11051,SARO,Grigoryan,,YEreVAN.,2024-03-19,43
C11052,Arsen,"""""manukyan""""",customer1052@example.com,Yerevan,2024-01-06,51
C11053,#MARIAM,GHAZARYAN,customer1053@example.com,"yerevan,",2024-10-12,25
C11054,Ani,Hakobyan,customer1054@example.com,Gyumri,2025-07-01,27
C11055,Karen,Sargsyan,customer1055@example.com,KapAN,2025-04-28,65
C11056,Lilit,  Harutyunyan  ,customer1056@example.com,ARTAsHat,2024-04-15,60
C11057,Sona,Petrosyan,customer1057@example.com,ARTASHAT,2024-12-25,31
C11058,Ani,Avetisyan,customer1058@example.com,YEREVAN,2023-06-06,57
C11059,"""""Anna""""",Sargsyan,customer1059@example.com,"""""Yerevan""""",2024-03-21,32
C11060,Sona.,Harutyunyan,customer1060@example.com,yerevan city,2023-06-30,34
C11061,eva.,MKRTCHYAN,customer1061@example.com,kapan,2025-01-21,35
C11062,'Narek',Vardanyan,customer1062@example.com,"""""Yerevan""""",2024-06-18,49
C11063,Anna,hovhannisyan,customer1063@example.com,Vanadzor,2024-10-28,55
C11064,"""Saro""","HOVHANNISYAN,",customer1064@example.com,HRAzDAN,2023-10-04,40
C11065,ani,Stepanyan,customer1065@example.com,yerevan city,2024-09-22,63
C11066,Eva,HakOBYaN.,customer1066@example.com,"""""YEREVAN""""",2025-04-07,40
C11067,SONA,hoVHannISYAN,customer1067@example.com,Dilijan,2025-07-30,52
C11068,Mariam,"Martirosyan,",customer1068@example.com,diLiJAN,2024-07-05,56
C11069,Anna,harutyunyan,customer1069@example.com,yerevan,2025-03-04,32
C11070,ArSEN,Hakobyan,customer1070@example.com,"""Gyumri""",2024-05-10,41
C11071,Arsen,Karapetyan,customer1071@example.com,Dilijan.,2024-04-21,45
C11072,manE,mARTirosYaN,customer1072@example.com,Yev.,2024-03-22,33
C11073,MIKAEL,hovhannisyan,customer1073@example.com,yvn,2025-04-25,33
C11074,Arman,Manukyan,customer1074@example.com,"""""yerevan""""",2025-01-18,57
C11075,naRE,Ghazaryan,customer1075@example.com,Gyumri City,2024-08-29,56
C11076,narek,'MANUKYAN',customer1076@example.com,"Yerev.,",2023-10-02,N/A
C11077,ARSEN,MartirOSYan,customer1077@example.com,yerevan,2023-11-27,19
C11078,Mikael,mkrtchyan,customer1078@example.com,Yerevan,2025-05-22,30
C11079,Karen,Hovhannisyan,customer1079@example.com,gyUMri,2023-09-09,61
C11080,Lilit,  MkRtChyan  ,customer1080@example.com,Dilijan,2025-04-30,64
C11081,gor,"""mkrTChyan""",customer1081@example.com,Etchmiadzin,2023-03-30,26
C11082,Lilit,Harutyunyan,customer1082@example.com,Kapan,2023-10-13,51
C11083,Ani,Avetisyan,customer1083@example.com,VNZ,2025-06-21,34
C11084,Saro,Harutyunyan,customer1084@example.com,Yev.,2024-04-06,44
C11085,#Mikael,Grigoryan,,Yerevan,2023-09-07,46
C11086,saro,"""""pETrOSyAN""""",customer1086@example.com,  Artashat  ,2025-02-07,54
C11087,ARmAN,MARTIROSYAN,customer1087@example.com,yEREvAn,2024-04-20,60
C11088,Karen,Sargsyan,customer1088@example.com,Yerev.,2024-08-06,39
C11089,Mariam,"""Petrosyan""",customer1089@example.com,Abovyan,2024-09-16,41
C11090,ani,Karapetyan,customer1090@example.com,Yerevan,2024-11-15,24
C11091,EVA,ghazaryan,customer1091@example.com,Yerevan,2024-01-24,51
C11092,Narek,haRuTYUNyan,customer1092@example.com,DILIJAN,2023-12-11,65
C11093,NARE,"""Harutyunyan""",customer1093@example.com,"""Kapan""",2023-01-30,29
C11094,Mane,hAKOByAn,customer1094@example.com,Yerevan,2024-05-21,40
C11095,Gor,Petrosyan,customer1095@example.com,#Dilijan,2025-05-21,32
C11096,Mariam,STEpanyAn,customer1096@example.com,'Abovyan',2023-11-29,50
C11097,Anna,'Vardanyan',customer1097@example.com,Hrazdan,2023-07-06,30
C11098,'SUREN',"Vardanyan,",customer1098@example.com,"""""Yerevan""""",2024-05-14,40
C11099,NARE,Hakobyan,customer1099@example.com,yErEvAN,2023-08-06,55
C11100,Narek,Sargsyan,customer1100@example.com,vanadzor,2023-12-30,49
C11101,NAREK,HAkOBYAN,customer1101@example.com,"""""Armavir""""",2025-03-27,62
C11102,"""""Hayk""""",  petrosyan  ,customer1102@example.com,vnz,2023-09-22,52
C11103,David,mARtIRoSYAN.,customer1103@example.com,Yerevan,2023-12-15,18
C11104,Mariam,HOVHANNISYAN,customer1104@example.com,Yerevan,2023-10-14,N/A
C11105,"""Suren""",Hovhannisyan,,#Kapan,2025-06-20,62
C11106,#ANNA,GhAzARYAn,customer1106@example.com,Yev.,2024-09-02,22
C11107,Nare,Karapetyan,customer1107@example.com,"""Gyumri""",2024-12-19,30
C11108,'SUREN',Harutyunyan,customer1108@example.com,"""YEREV.""",2025-06-20,22
C11109,LUSINE.,Sargsyan,customer1109@example.com,Yerevan,2023-10-10,49
C11110,"GOR,",VARDANYAN,customer1110@example.com,'ABOVYAN',2024-07-23,38
C11111,ARSEN,#HaRUTYUnyAN,customer1111@example.com,'Abovyan',2023-01-11,41
C11112,Lusine,Grigoryan,customer1112@example.com,YER,2024-06-13,35
C11113,#Karen,Ghazaryan,customer1113@example.com,Yerevan,2023-07-15,38
C11114,"Saro,",karapetyan,customer1114@example.com,Etchmiadzin,2023-03-29,27
C11115,Lusine,Avetisyan,customer1115@example.com,yerevan,2023-09-05,41
C11116,Arsen,Vardanyan,customer1116@example.com,  gyumri  ,2025-01-07,57
C11117,David,Stepanyan,customer1117@example.com,"""""Dilijan""""",2024-02-21,64
C11118,SONA,Stepanyan,customer1118@example.com,YVN,2024-05-15,38
C11119,Mariam,"hakobyan,",customer1119@example.com,ARTASHAT,2024-07-22,42
C11120,Tatev,Manukyan,customer1120@example.com,Yerev.,2025-02-15,40
C11121,Lilit,Petrosyan,customer1121@example.com,Vanadzor,2023-09-04,39
C11122,David,Harutyunyan,customer1122@example.com,Yerevan,2024-12-08,21
C11123,Mane,'hakobyan',customer1123@example.com,DILIJAN,2024-05-02,51
C11124,Arsen,SARGSYAN,customer1124@example.com,YEREVAN,2024-10-23,23
C11125,Arman,"""""Harutyunyan""""",customer1125@example.com,Yerevan,2024-12-29,45
C11126,TatEV,#AVETISYAN,customer1126@example.com,dilijan,2024-05-17,48
C11127,#MARIAM,HOVHANNISYAN,customer1127@example.com,GYUMRI,2024-04-03,52
C11128,NAREK,KArAPETYAn,customer1128@example.com,Gyumri,2025-03-22,56
C11129,Mane,Ghazaryan,customer1129@example.com,Yerevan,2023-01-18,59
C11130,haYK,  KAraPetyAN  ,customer1130@example.com,"Abovyan,",2023-04-06,40
C11131,Karen,Hovhannisyan,customer1131@example.com,yerevan,2023-10-29,23
C11132,Gor,HARUTYUNYAN,customer1132@example.com,Yer,2023-08-15,33
C11133,ARmaN,Sargsyan.,customer1133@example.com,VNZ,2024-02-19,19
C11134,David.,"""""KARaPETYaN""""",customer1134@example.com,"""Yerevan""",2024-12-09,41
C11135,  hAYk  ,#Stepanyan,customer1135@example.com,  ARTASHAT  ,2023-09-07,34
